WORK_RECOMMENDATION_DTL_ID,MP_NAME,IDA_NAME,WORK_CATEGORY,WORK_DESCRIPTION,VENDOR_NAME,RECIPIENT_TYPE,RECOMMENDATION_DATE,SANCTION_DATE,ACTUAL_END_DATE,SANCTION_AMOUNT,FUND_DISBURSED_AMT,IS_SC_AREA,IS_ST_AREA,IS_TRIBAL_TRUST,FY,days_to_sanction,days_to_complete,days_since_recommendation,is_completed_flag
100145,MP_2,District_4,Community Hall,Standard public infrastructure work,Vendor_12,Government Agency,2024-04-15,2024-05-18,2024-09-14,934075.5,934075.5,False,False,False,2024-25,33,119,412,True
100146,MP_9,District_1,Street Lighting,Standard public infrastructure work,Vendor_20,Government Agency,2024-06-03,2024-07-04,2024-12-27,199064.83,199064.83,False,False,False,2024-25,31,176,363,True
100147,MP_1,District_5,Road Construction,Standard public infrastructure work,Vendor_18,Government Agency,2024-11-03,2024-12-28,2025-10-22,1143102.38,1143102.38,False,False,False,2024-25,55,298,210,True
100148,MP_1,District_4,Drinking Water,Standard public infrastructure work,Vendor_8,Government Agency,2024-06-19,2024-08-08,2025-02-28,342293.16,342293.16,True,False,False,2024-25,50,204,347,True
100149,MP_6,District_4,Street Lighting,Standard public infrastructure work,Vendor_1,Government Agency,2024-04-02,2024-04-21,2024-12-04,281725.51,281725.51,True,False,False,2024-25,19,227,425,True
100150,MP_1,District_1,Drinking Water,Standard public infrastructure work,Vendor_13,Government Agency,2024-08-21,2024-10-07,2025-03-18,237658.27,237658.27,False,False,False,2024-25,47,162,284,True
100151,MP_2,District_2,Street Lighting,Standard public infrastructure work,Vendor_17,Government Agency,2024-04-09,2024-05-28,2025-02-14,208475.52,208475.52,True,False,False,2024-25,49,262,418,True
100152,MP_6,District_1,Drinking Water,Standard public infrastructure work,Vendor_18,Government Agency,2024-04-22,2024-06-17,2024-12-20,356933.88,356933.88,True,False,False,2024-25,56,186,405,True
100153,MP_10,District_3,Drinking Water,Standard public infrastructure work,Vendor_10,Government Agency,2024-04-12,2024-05-05,2025-01-22,325171.16,325171.16,False,False,False,2024-25,23,262,415,True
100154,MP_9,District_5,Community Hall,Standard public infrastructure work,Vendor_19,Government Agency,2024-10-28,2024-12-08,2025-03-28,862740.26,862740.26,True,True,False,2024-25,41,110,216,True
100155,MP_6,District_5,Drinking Water,Standard public infrastructure work,Vendor_3,Government Agency,2024-10-24,2024-11-30,2025-08-18,274183.5,274183.5,False,False,False,2024-25,37,261,220,True
100156,MP_1,District_4,Drinking Water,Standard public infrastructure work,Vendor_20,Government Agency,2024-07-05,2024-08-03,2025-04-07,362299.9,362299.9,True,False,False,2024-25,29,247,331,True
100157,MP_9,District_4,Road Construction,Standard public infrastructure work,Vendor_2,Government Agency,2025-01-20,2025-03-06,2025-07-09,1336342.03,1336342.03,False,False,False,2024-25,45,125,132,True
100158,MP_10,District_3,Community Hall,Standard public infrastructure work,Vendor_12,Government Agency,2024-07-09,2024-08-08,2025-02-26,719301.26,719301.26,False,False,False,2024-25,30,202,327,True
100159,MP_7,District_2,Street Lighting,Standard public infrastructure work,Vendor_14,Government Agency,2024-05-11,2024-06-03,2024-08-03,164319.27,164319.27,True,False,False,2024-25,23,61,386,True
100160,MP_6,District_4,School Infrastructure,Standard public infrastructure work,Vendor_15,Government Agency,2024-04-28,2024-05-27,2024-12-02,1108204.55,1108204.55,True,False,False,2024-25,29,189,399,True
100161,MP_2,District_3,School Infrastructure,Standard public infrastructure work,Vendor_5,Government Agency,2025-01-12,2025-01-22,2025-09-06,1143607.11,1143607.11,False,False,False,2024-25,10,227,140,True
100162,MP_10,District_3,Road Construction,Standard public infrastructure work,Vendor_10,Government Agency,2024-06-03,2024-06-17,2024-09-04,1040340.35,1040340.35,False,False,False,2024-25,14,79,363,True
100163,MP_6,District_4,Street Lighting,Standard public infrastructure work,Vendor_11,Government Agency,2024-07-29,2024-09-13,2025-05-05,265905.27,265905.27,False,False,False,2024-25,46,234,307,True
100164,MP_8,District_4,Street Lighting,Standard public infrastructure work,Vendor_20,Government Agency,2024-05-05,2024-06-20,2024-09-07,247314.95,247314.95,True,False,False,2024-25,46,79,392,True
100165,MP_6,District_5,School Infrastructure,Standard public infrastructure work,Vendor_5,Government Agency,2024-09-28,2024-11-09,2025-07-05,894975.0,894975.0,True,False,False,2024-25,42,238,246,True
100166,MP_2,District_3,Community Hall,Standard public infrastructure work,Vendor_2,Government Agency,2024-08-29,2024-10-20,2025-06-14,614664.26,614664.26,False,False,False,2024-25,52,237,276,True
100167,MP_4,District_2,Road Construction,Standard public infrastructure work,Vendor_8,Government Agency,2024-04-05,2024-06-03,2024-10-25,1290617.23,1290617.23,True,False,False,2024-25,59,144,422,True
100168,MP_6,District_2,Drinking Water,Standard public infrastructure work,Vendor_11,Government Agency,2024-06-15,2024-07-11,2024-10-04,298610.06,298610.06,False,False,False,2024-25,26,85,351,True
100169,MP_8,District_1,Street Lighting,Standard public infrastructure work,Vendor_1,Government Agency,2024-06-08,2024-06-18,2025-01-10,325127.77,325127.77,False,False,False,2024-25,10,206,358,True
100170,MP_9,District_2,Street Lighting,Standard public infrastructure work,Vendor_2,Government Agency,2024-07-07,2024-09-02,2024-11-13,247594.81,247594.81,False,False,False,2024-25,57,72,329,True
100171,MP_6,District_4,Community Hall,Standard public infrastructure work,Vendor_6,Government Agency,2024-08-07,2024-09-19,2025-02-07,839451.49,839451.49,False,False,False,2024-25,43,141,298,True
100172,MP_8,District_1,School Infrastructure,Standard public infrastructure work,Vendor_15,Government Agency,2024-11-10,2024-12-04,2025-06-30,1080645.55,1080645.55,False,False,False,2024-25,24,208,203,True
100173,MP_1,District_3,Street Lighting,Standard public infrastructure work,Vendor_6,Government Agency,2024-12-21,2025-01-25,2025-04-05,309489.02,309489.02,False,False,False,2024-25,35,70,162,True
100174,MP_3,District_5,Road Construction,Standard public infrastructure work,Vendor_8,Government Agency,2025-01-18,2025-02-25,2025-09-26,750106.97,750106.97,True,False,False,2024-25,38,213,134,True
100175,MP_4,District_3,Road Construction,Standard public infrastructure work,Vendor_12,Government Agency,2024-07-26,2024-09-16,2025-07-09,1612369.66,1612369.66,False,False,False,2024-25,52,296,310,True
100176,MP_9,District_4,Community Hall,Standard public infrastructure work,Vendor_19,Government Agency,2024-09-04,2024-09-17,2025-07-13,709524.25,709524.25,False,False,False,2024-25,13,299,270,True
100177,MP_3,District_2,Street Lighting,Standard public infrastructure work,Vendor_18,Government Agency,2024-12-19,2024-12-30,2025-08-23,239474.68,239474.68,False,False,False,2024-25,11,236,164,True
100178,MP_10,District_5,Drinking Water,Standard public infrastructure work,Vendor_10,Government Agency,2024-08-19,2024-08-29,2025-04-17,262982.04,262982.04,True,False,False,2024-25,10,231,286,True
100179,MP_7,District_5,Street Lighting,Standard public infrastructure work,Vendor_9,Government Agency,2024-07-30,2024-09-03,2024-11-10,244362.18,244362.18,False,False,False,2024-25,35,68,306,True
100180,MP_10,District_1,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-09-11,2024-10-26,2025-02-22,1392573.09,1392573.09,False,False,False,2024-25,45,119,263,True
100181,MP_10,District_1,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-07-28,2024-09-22,2025-01-08,1035669.35,1035669.35,False,False,False,2024-25,56,108,308,True
100182,MP_5,District_1,School Infrastructure,Standard public infrastructure work,Vendor_15,Government Agency,2024-12-10,2024-12-30,2025-07-15,805452.91,805452.91,False,False,False,2024-25,20,197,173,True
100183,MP_9,District_2,Community Hall,Standard public infrastructure work,Vendor_7,Government Agency,2024-09-14,2024-10-14,2025-05-07,722840.21,722840.21,False,False,False,2024-25,30,205,260,True
100184,MP_9,District_1,Community Hall,Standard public infrastructure work,Vendor_7,Government Agency,2024-07-18,2024-07-31,2025-05-04,925113.06,925113.06,False,False,False,2024-25,13,277,318,True
100185,MP_4,District_5,Drinking Water,Standard public infrastructure work,Vendor_4,Government Agency,2024-10-13,2024-10-25,2025-03-06,276606.6,276606.6,False,False,False,2024-25,12,132,231,True
100186,MP_1,District_4,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2025-01-25,2025-02-11,2025-11-27,1235310.16,1235310.16,False,False,False,2024-25,17,289,127,True
100187,MP_10,District_3,Road Construction,Standard public infrastructure work,Vendor_12,Government Agency,2025-01-11,2025-01-22,2025-07-02,1091660.3,1091660.3,False,False,False,2024-25,11,161,141,True
100188,MP_4,District_4,Road Construction,Standard public infrastructure work,Vendor_4,Government Agency,2024-07-30,2024-09-24,2025-01-16,1219888.3,1219888.3,False,True,False,2024-25,56,114,306,True
100189,MP_7,District_4,Drinking Water,Standard public infrastructure work,Vendor_16,Government Agency,2024-11-23,2024-12-14,2025-06-27,317008.27,317008.27,False,False,False,2024-25,21,195,190,True
100190,MP_7,District_4,Community Hall,Standard public infrastructure work,Vendor_8,Government Agency,2024-11-17,2024-12-26,2025-07-22,709604.21,709604.21,True,False,False,2024-25,39,208,196,True
100191,MP_1,District_5,Street Lighting,Standard public infrastructure work,Vendor_6,Government Agency,2024-11-23,2025-01-05,2025-07-25,279599.34,279599.34,True,False,False,2024-25,43,201,190,True
100192,MP_2,District_1,School Infrastructure,Standard public infrastructure work,Vendor_2,Government Agency,2024-10-13,2024-11-02,2025-03-08,911770.16,911770.16,False,False,False,2024-25,20,126,231,True
100193,MP_2,District_3,Community Hall,Standard public infrastructure work,Vendor_15,Government Agency,2024-11-25,2024-12-26,2025-04-24,884970.69,884970.69,False,False,False,2024-25,31,119,188,True
100194,MP_1,District_2,Road Construction,Standard public infrastructure work,Vendor_13,Government Agency,2024-04-14,2024-05-23,2025-02-12,1365433.77,1365433.77,False,False,False,2024-25,39,265,413,True
100195,MP_9,District_5,Community Hall,Standard public infrastructure work,Vendor_2,Government Agency,2024-12-12,2025-01-17,2025-07-25,765167.05,765167.05,False,False,False,2024-25,36,189,171,True
100196,MP_10,District_1,Road Construction,Standard public infrastructure work,Vendor_1,Government Agency,2024-04-25,2024-06-19,2024-11-05,1195495.15,1195495.15,False,False,False,2024-25,55,139,402,True
100197,MP_5,District_2,School Infrastructure,Standard public infrastructure work,Vendor_2,Government Agency,2024-04-12,2024-04-25,2024-07-18,1010398.45,1010398.45,False,True,False,2024-25,13,84,415,True
100198,MP_4,District_2,School Infrastructure,Standard public infrastructure work,Vendor_6,Government Agency,2024-08-08,2024-09-17,2024-11-20,676381.56,676381.56,False,False,False,2024-25,40,64,297,True
100199,MP_2,District_5,Drinking Water,Standard public infrastructure work,Vendor_19,Government Agency,2024-12-19,2025-01-06,2025-06-13,356539.64,356539.64,True,False,False,2024-25,18,158,164,True
100200,MP_1,District_4,Street Lighting,Standard public infrastructure work,Vendor_7,Government Agency,2024-09-25,2024-11-02,2025-02-21,222512.27,222512.27,False,False,False,2024-25,38,111,249,True
100201,MP_5,District_4,School Infrastructure,Standard public infrastructure work,Vendor_3,Government Agency,2024-11-15,2024-12-01,2025-07-03,799655.85,799655.85,False,False,False,2024-25,16,214,198,True
100202,MP_6,District_5,Road Construction,Standard public infrastructure work,Vendor_6,Government Agency,2024-11-28,2025-01-15,2025-07-26,1355358.04,1355358.04,False,True,False,2024-25,48,192,185,True
100203,MP_5,District_5,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-10-05,2024-11-28,2025-07-05,1056640.77,1056640.77,False,False,False,2024-25,54,219,239,True
100204,MP_5,District_4,School Infrastructure,Standard public infrastructure work,Vendor_4,Government Agency,2024-05-12,2024-06-08,2025-03-26,847404.46,847404.46,False,False,False,2024-25,27,291,385,True
100205,MP_5,District_2,School Infrastructure,Standard public infrastructure work,Vendor_17,Government Agency,2024-08-07,2024-09-26,2025-06-04,974767.5,974767.5,False,False,False,2024-25,50,251,298,True
100206,MP_2,District_4,School Infrastructure,Standard public infrastructure work,Vendor_1,Government Agency,2024-06-18,2024-07-08,2024-10-09,888073.74,888073.74,False,False,False,2024-25,20,93,348,True
100207,MP_1,District_4,School Infrastructure,Standard public infrastructure work,Vendor_19,Government Agency,2024-04-08,2024-04-22,2024-11-27,1024382.2,1024382.2,False,False,False,2024-25,14,219,419,True
100208,MP_8,District_1,Community Hall,Standard public infrastructure work,Vendor_1,Government Agency,2024-04-28,2024-06-22,2025-04-05,703700.87,703700.87,False,False,False,2024-25,55,287,399,True
100209,MP_3,District_3,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-08-16,2024-08-30,2025-01-30,1433786.04,1433786.04,False,True,False,2024-25,14,153,289,True
100210,MP_6,District_4,Drinking Water,Standard public infrastructure work,Vendor_8,Government Agency,2024-06-17,2024-06-28,2025-03-21,327320.9,327320.9,False,False,False,2024-25,11,266,349,True
100211,MP_9,District_1,Drinking Water,Standard public infrastructure work,Vendor_18,Government Agency,2024-12-14,2025-01-02,2025-07-29,359002.15,359002.15,True,False,False,2024-25,19,208,169,True
100212,MP_6,District_5,School Infrastructure,Standard public infrastructure work,Vendor_16,Government Agency,2024-09-30,2024-10-20,2024-12-28,972669.97,972669.97,False,False,False,2024-25,20,69,244,True
100213,MP_9,District_1,Community Hall,Standard public infrastructure work,Vendor_14,Government Agency,2024-10-30,2024-12-03,2025-05-25,928700.88,928700.88,False,False,False,2024-25,34,173,214,True
100214,MP_3,District_1,School Infrastructure,Standard public infrastructure work,Vendor_3,Government Agency,2024-08-27,2024-10-14,2024-12-24,736318.27,736318.27,False,False,False,2024-25,48,71,278,True
100215,MP_8,District_4,Community Hall,Standard public infrastructure work,Vendor_11,Government Agency,2024-12-14,2025-01-17,2025-04-08,936258.2,936258.2,False,False,False,2024-25,34,81,169,True
100216,MP_5,District_4,Community Hall,Standard public infrastructure work,Vendor_18,Government Agency,2024-10-06,2024-11-08,2025-02-19,803657.46,803657.46,False,False,False,2024-25,33,103,238,True
100217,MP_1,District_3,Community Hall,Standard public infrastructure work,Vendor_7,Government Agency,2024-08-14,2024-10-06,2025-03-25,620967.66,620967.66,False,False,False,2024-25,53,170,291,True
100218,MP_10,District_2,Drinking Water,Standard public infrastructure work,Vendor_12,Government Agency,2024-11-17,2025-01-07,2025-06-13,290593.95,290593.95,False,False,False,2024-25,51,157,196,True
100219,MP_2,District_1,School Infrastructure,Standard public infrastructure work,Vendor_9,Government Agency,2024-04-12,2024-05-27,2024-10-19,785179.74,785179.74,False,False,False,2024-25,45,145,415,True
100220,MP_1,District_1,Road Construction,Standard public infrastructure work,Vendor_20,Government Agency,2024-07-20,2024-08-04,2024-11-27,1040251.41,1040251.41,False,False,False,2024-25,15,115,316,True
100221,MP_4,District_4,Road Construction,Standard public infrastructure work,Vendor_3,Government Agency,2024-10-19,2024-11-23,2025-02-27,1121257.51,1121257.51,False,True,False,2024-25,35,96,225,True
100222,MP_6,District_4,Street Lighting,Standard public infrastructure work,Vendor_13,Government Agency,2024-10-03,2024-10-16,2025-07-23,256791.87,256791.87,False,True,False,2024-25,13,280,241,True
100223,MP_7,District_4,Street Lighting,Standard public infrastructure work,Vendor_2,Government Agency,2024-10-28,2024-12-06,2025-04-26,218658.92,218658.92,False,True,False,2024-25,39,141,216,True
100224,MP_6,District_5,Street Lighting,Standard public infrastructure work,Vendor_6,Government Agency,2024-07-22,2024-08-19,2025-04-11,270747.73,270747.73,False,False,False,2024-25,28,235,314,True
100225,MP_7,District_1,Road Construction,Standard public infrastructure work,Vendor_20,Government Agency,2024-07-27,2024-09-23,2025-06-29,1111123.21,1111123.21,False,False,False,2024-25,58,279,309,True
100226,MP_1,District_1,Street Lighting,Standard public infrastructure work,Vendor_20,Government Agency,2024-08-15,2024-08-30,2024-12-14,236889.54,236889.54,False,False,False,2024-25,15,106,290,True
100227,MP_10,District_5,Drinking Water,Standard public infrastructure work,Vendor_20,Government Agency,2024-12-10,2024-12-29,2025-04-17,311774.83,311774.83,True,False,False,2024-25,19,109,173,True
100228,MP_6,District_5,Drinking Water,Standard public infrastructure work,Vendor_13,Government Agency,2024-06-13,2024-06-27,2024-11-26,281486.06,281486.06,False,False,False,2024-25,14,152,353,True
100229,MP_5,District_4,Road Construction,Standard public infrastructure work,Vendor_4,Government Agency,2024-07-09,2024-08-26,2024-12-02,1295174.79,1295174.79,False,False,False,2024-25,48,98,327,True
100230,MP_6,District_1,Street Lighting,Standard public infrastructure work,Vendor_12,Government Agency,2024-07-15,2024-08-17,2025-05-20,264824.1,264824.1,False,True,False,2024-25,33,276,321,True
100231,MP_6,District_4,Community Hall,Standard public infrastructure work,Vendor_14,Government Agency,2024-11-03,2024-11-22,2025-04-10,731187.46,731187.46,False,False,False,2024-25,19,139,210,True
100232,MP_6,District_4,Drinking Water,Standard public infrastructure work,Vendor_13,Government Agency,2024-06-09,2024-07-09,2025-03-21,347387.58,347387.58,False,False,False,2024-25,30,255,357,True
100233,MP_2,District_3,Street Lighting,Standard public infrastructure work,Vendor_15,Government Agency,2024-08-20,2024-10-16,2025-07-01,326248.95,326248.95,False,False,False,2024-25,57,258,285,True
100234,MP_9,District_5,Road Construction,Standard public infrastructure work,Vendor_18,Government Agency,2024-09-08,2024-10-24,2025-07-26,1280280.02,1280280.02,False,False,False,2024-25,46,275,266,True
100235,MP_2,District_5,Street Lighting,Standard public infrastructure work,Vendor_10,Government Agency,2024-05-31,2024-06-16,2024-11-08,223627.32,223627.32,False,False,False,2024-25,16,145,366,True
100236,MP_2,District_4,Road Construction,Standard public infrastructure work,Vendor_11,Government Agency,2024-06-04,2024-06-30,2024-12-04,1231759.48,1231759.48,True,False,False,2024-25,26,157,362,True
100237,MP_10,District_5,School Infrastructure,Standard public infrastructure work,Vendor_2,Government Agency,2024-08-22,2024-09-22,2025-03-12,850451.24,850451.24,False,True,False,2024-25,31,171,283,True
100238,MP_3,District_5,Street Lighting,Standard public infrastructure work,Vendor_15,Government Agency,2024-05-02,2024-05-21,2024-10-26,302395.99,302395.99,True,False,False,2024-25,19,158,395,True
100239,MP_7,District_5,Street Lighting,Standard public infrastructure work,Vendor_4,Government Agency,2024-10-30,2024-12-24,2025-06-17,252137.99,252137.99,False,False,False,2024-25,55,175,214,True
100240,MP_6,District_4,Street Lighting,Standard public infrastructure work,Vendor_14,Government Agency,2024-12-04,2025-01-10,2025-04-05,239057.08,239057.08,False,False,False,2024-25,37,85,179,True
100241,MP_3,District_4,Drinking Water,Standard public infrastructure work,Vendor_10,Government Agency,2024-09-25,2024-11-08,2025-01-12,229656.41,229656.41,False,False,False,2024-25,44,65,249,True
100242,MP_3,District_5,Community Hall,Standard public infrastructure work,Vendor_11,Government Agency,2024-06-11,2024-07-14,2025-04-19,813592.45,813592.45,False,False,False,2024-25,33,279,355,True
100243,MP_7,District_1,Road Construction,Standard public infrastructure work,Vendor_10,Government Agency,2024-12-15,2025-01-13,2025-09-27,941109.96,941109.96,False,False,False,2024-25,29,257,168,True
100244,MP_2,District_3,Drinking Water,Standard public infrastructure work,Vendor_1,Government Agency,2024-12-02,2025-01-12,2025-07-14,295765.38,295765.38,False,False,False,2024-25,41,183,181,True
100245,MP_3,District_1,Street Lighting,Standard public infrastructure work,Vendor_11,Government Agency,2024-04-21,2024-06-15,2024-12-10,237919.77,237919.77,False,False,False,2024-25,55,178,406,True
100246,MP_2,District_4,Street Lighting,Standard public infrastructure work,Vendor_6,Government Agency,2024-09-01,2024-09-13,2025-02-16,264620.76,264620.76,True,False,False,2024-25,12,156,273,True
100247,MP_5,District_3,School Infrastructure,Standard public infrastructure work,Vendor_9,Government Agency,2024-10-30,2024-12-16,2025-08-10,795730.08,795730.08,True,False,False,2024-25,47,237,214,True
100248,MP_8,District_2,Community Hall,Standard public infrastructure work,Vendor_12,Government Agency,2024-09-10,2024-10-10,2025-05-13,680083.73,680083.73,False,False,False,2024-25,30,215,264,True
100249,MP_4,District_2,Drinking Water,Standard public infrastructure work,Vendor_19,Government Agency,2024-09-23,2024-11-18,2025-04-08,277285.13,277285.13,False,False,False,2024-25,56,141,251,True
100250,MP_6,District_1,School Infrastructure,Standard public infrastructure work,Vendor_12,Government Agency,2024-06-05,2024-07-19,2024-10-19,954503.56,954503.56,True,False,False,2024-25,44,92,361,True
100251,MP_3,District_4,Drinking Water,Standard public infrastructure work,Vendor_20,Government Agency,2024-06-06,2024-06-16,2025-03-02,298911.2,298911.2,True,True,False,2024-25,10,259,360,True
100252,MP_4,District_2,Drinking Water,Standard public infrastructure work,Vendor_15,Government Agency,2024-08-20,2024-10-03,2025-01-27,254985.09,254985.09,False,False,False,2024-25,44,116,285,True
100253,MP_4,District_4,Drinking Water,Standard public infrastructure work,Vendor_7,Government Agency,2024-07-24,2024-08-11,2025-01-16,269501.48,269501.48,True,False,False,2024-25,18,158,312,True
100254,MP_1,District_3,Community Hall,Standard public infrastructure work,Vendor_2,Government Agency,2024-06-23,2024-08-07,2024-12-16,595414.57,595414.57,True,False,False,2024-25,45,131,343,True
100255,MP_1,District_1,Road Construction,Standard public infrastructure work,Vendor_6,Government Agency,2024-12-31,2025-02-01,2025-08-29,790141.58,790141.58,False,False,False,2024-25,32,209,152,True
100256,MP_9,District_4,Street Lighting,Standard public infrastructure work,Vendor_13,Government Agency,2024-09-11,2024-10-09,2025-05-31,283324.85,283324.85,False,False,False,2024-25,28,234,263,True
100257,MP_8,District_1,Drinking Water,Standard public infrastructure work,Vendor_1,Government Agency,2024-11-08,2024-12-12,2025-07-01,276296.01,276296.01,False,False,False,2024-25,34,201,205,True
100258,MP_9,District_4,Community Hall,Standard public infrastructure work,Vendor_4,Government Agency,2024-12-24,2025-01-18,2025-10-25,656227.51,656227.51,False,False,False,2024-25,25,280,159,True
100259,MP_3,District_3,Road Construction,Standard public infrastructure work,Vendor_5,Government Agency,2024-10-18,2024-12-14,2025-03-03,970831.24,970831.24,False,False,False,2024-25,57,79,226,True
100260,MP_9,District_4,Community Hall,Standard public infrastructure work,Vendor_17,Government Agency,2024-04-21,2024-05-19,2024-08-12,665549.28,665549.28,True,False,False,2024-25,28,85,406,True
100261,MP_3,District_4,Drinking Water,Standard public infrastructure work,Vendor_19,Government Agency,2024-06-15,2024-06-28,2024-10-20,295052.8,295052.8,False,False,False,2024-25,13,114,351,True
100262,MP_3,District_4,Road Construction,Standard public infrastructure work,Vendor_2,Government Agency,2024-10-27,2024-11-13,2025-04-08,1263577.33,1263577.33,False,False,False,2024-25,17,146,217,True
100263,MP_1,District_5,Street Lighting,Standard public infrastructure work,Vendor_6,Government Agency,2024-07-02,2024-08-06,2024-10-31,249258.05,249258.05,True,False,False,2024-25,35,86,334,True
100264,MP_1,District_3,Community Hall,Standard public infrastructure work,Vendor_16,Government Agency,2024-10-07,2024-10-29,2025-07-04,692680.09,692680.09,True,True,False,2024-25,22,248,237,True
100265,MP_8,District_3,Street Lighting,Standard public infrastructure work,Vendor_1,Government Agency,2024-07-15,2024-08-19,2024-11-25,224897.12,224897.12,False,False,False,2024-25,35,98,321,True
100266,MP_6,District_1,Drinking Water,Standard public infrastructure work,Vendor_5,Government Agency,2024-05-09,2024-06-08,2024-09-26,338237.25,338237.25,False,False,False,2024-25,30,110,388,True
100267,MP_3,District_3,School Infrastructure,Standard public infrastructure work,Vendor_14,Government Agency,2024-06-11,2024-08-04,2024-10-03,822335.89,822335.89,False,False,False,2024-25,54,60,355,True
100268,MP_8,District_5,School Infrastructure,Standard public infrastructure work,Vendor_13,Government Agency,2024-04-08,2024-06-01,2024-10-28,686539.26,686539.26,False,False,False,2024-25,54,149,419,True
100269,MP_9,District_3,School Infrastructure,Standard public infrastructure work,Vendor_15,Government Agency,2024-09-08,2024-10-10,2025-06-03,1020830.17,1020830.17,False,False,False,2024-25,32,236,266,True
100270,MP_4,District_2,School Infrastructure,Standard public infrastructure work,Vendor_19,Government Agency,2024-05-11,2024-07-08,2025-04-18,1052824.72,1052824.72,False,False,False,2024-25,58,284,386,True
100271,MP_7,District_2,School Infrastructure,Standard public infrastructure work,Vendor_9,Government Agency,2024-10-27,2024-11-15,2025-07-26,1196878.25,1196878.25,False,False,False,2024-25,19,253,217,True
100272,MP_3,District_1,Drinking Water,Standard public infrastructure work,Vendor_7,Government Agency,2025-01-21,2025-02-26,2025-08-21,317169.24,317169.24,False,True,False,2024-25,36,176,131,True
100273,MP_2,District_1,Drinking Water,Standard public infrastructure work,Vendor_12,Government Agency,2024-10-30,2024-12-13,2025-10-03,328646.83,328646.83,False,False,False,2024-25,44,294,214,True
100274,MP_1,District_1,Drinking Water,Standard public infrastructure work,Vendor_6,Government Agency,2024-07-31,2024-08-27,2025-04-07,321194.03,321194.03,False,False,False,2024-25,27,223,305,True
100275,MP_2,District_3,Community Hall,Standard public infrastructure work,Vendor_12,Government Agency,2024-05-18,2024-06-11,2024-09-19,901472.18,901472.18,False,False,False,2024-25,24,100,379,True
100276,MP_10,District_3,Drinking Water,Standard public infrastructure work,Vendor_4,Government Agency,2024-05-26,2024-07-08,2025-03-08,325957.72,325957.72,True,False,False,2024-25,43,243,371,True
100277,MP_1,District_1,Street Lighting,Standard public infrastructure work,Vendor_19,Government Agency,2024-08-04,2024-09-11,2025-05-30,160310.44,160310.44,False,False,False,2024-25,38,261,301,True
100278,MP_1,District_1,School Infrastructure,Standard public infrastructure work,Vendor_8,Government Agency,2024-06-06,2024-06-27,2025-04-12,733362.9,733362.9,False,False,False,2024-25,21,289,360,True
100279,MP_4,District_2,Community Hall,Standard public infrastructure work,Vendor_14,Government Agency,2024-12-18,2025-02-08,2025-10-17,728904.29,728904.29,False,False,False,2024-25,52,251,165,True
100280,MP_5,District_2,School Infrastructure,Standard public infrastructure work,Vendor_5,Government Agency,2025-01-10,2025-02-11,2025-08-23,887386.4,887386.4,False,False,False,2024-25,32,193,142,True
100281,MP_4,District_1,School Infrastructure,Standard public infrastructure work,Vendor_16,Government Agency,2024-09-09,2024-10-10,2025-02-14,930912.63,930912.63,False,False,False,2024-25,31,127,265,True
100282,MP_6,District_5,Community Hall,Standard public infrastructure work,Vendor_19,Government Agency,2024-04-21,2024-06-14,2024-10-02,927468.12,927468.12,True,False,False,2024-25,54,110,406,True
100283,MP_7,District_4,Community Hall,Standard public infrastructure work,Vendor_1,Government Agency,2024-07-20,2024-08-26,2025-05-03,743907.88,743907.88,True,False,False,2024-25,37,250,316,True
100284,MP_2,District_3,Street Lighting,Standard public infrastructure work,Vendor_19,Government Agency,2024-12-31,2025-01-27,2025-07-09,276637.47,276637.47,False,False,False,2024-25,27,163,152,True
100285,MP_5,District_5,Street Lighting,Standard public infrastructure work,Vendor_5,Government Agency,2024-06-03,2024-06-29,2024-12-06,282066.57,282066.57,False,False,False,2024-25,26,160,363,True
100286,MP_5,District_2,Community Hall,Standard public infrastructure work,Vendor_13,Government Agency,2024-04-20,2024-05-10,2025-02-24,734546.48,734546.48,True,False,False,2024-25,20,290,407,True
100287,MP_9,District_2,Street Lighting,Standard public infrastructure work,Vendor_6,Government Agency,2024-11-22,2024-12-18,2025-06-10,248161.25,248161.25,False,False,False,2024-25,26,174,191,True
100288,MP_4,District_2,Street Lighting,Standard public infrastructure work,Vendor_6,Government Agency,2024-11-28,2024-12-30,2025-07-20,350256.66,350256.66,False,False,False,2024-25,32,202,185,True
100289,MP_1,District_3,School Infrastructure,Standard public infrastructure work,Vendor_14,Government Agency,2024-11-25,2024-12-31,2025-05-21,1029172.55,1029172.55,False,False,False,2024-25,36,141,188,True
100290,MP_4,District_5,Community Hall,Standard public infrastructure work,Vendor_16,Government Agency,2024-10-06,2024-11-22,2025-03-28,677212.67,677212.67,False,False,False,2024-25,47,126,238,True
100291,MP_7,District_2,School Infrastructure,Standard public infrastructure work,Vendor_11,Government Agency,2025-01-02,2025-01-14,2025-05-07,792752.48,792752.48,False,False,False,2024-25,12,113,150,True
